iter	Passed	Remaining
2428	479447	1494399
2429	479584	1494015
2430	479832	1493974
2431	480187	1494268
2432	480324	1493880
2433	480479	1493553
2434	480646	1493259
2435	480818	1492984
2436	480965	1492631
2437	481198	1492543
2438	481403	1492370
2439	481658	1492352
2440	481811	1492016
2441	482018	1491848
2442	482161	1491484
2443	482376	1491340
2444	482576	1491151
2445	482697	1490719
2446	482932	1490635
2447	483177	1490585
2448	483397	1490457
2449	483659	1490460
2450	483806	1490107
2451	484027	1489982
2452	484210	1489742
2453	484343	1489346
2454	484535	1489132
2455	484726	1488916
2456	484883	1488594
2457	485043	1488280
2458	485199	1487957
2459	485352	1487625
2460	485484	1487226
2461	485670	1486995
2462	486057	1487378
2463	486212	1487052
2464	486402	1486834
2465	486671	1486855
2466	486797	1486440
2467	486970	1486168
2468	487210	1486100
2469	487350	1485728
2470	487547	1485529
2471	487769	1485408
2472	488023	1485384
2473	488232	1485221
2474	488427	1485018
2475	488594	1484728
2476	488846	1484694
2477	489073	1484588
2478	489199	1484175
2479	489379	1483924
2480	489563	1483686
2481	489746	1483445
2482	489943	1483247
2483	490178	1483165
2484	490366	1482939
2485	490495	1482536
2486	490675	1482286
2487	490855	1482037
2488	491051	1481835
2489	491246	1481629
2490	491447	1481445
2491	491604	1481125
2492	491790	1480893
2493	491949	1480583
2494	492154	1480408
2495	492262	1479941
2496	492626	1480246
2497	492791	1479954
2498	492949	1479637
2499	493149	1479447
2500	493252	1478968
2501	493374	1478545
2502	493501	1478138
2503	493737	1478057
2504	493930	1477849
2505	494230	1477958
2506	494436	1477787
2507	494605	1477506
2508	494750	1477152
2509	494879	1476750
2510	495156	1476792
2511	495347	1476576
2512	495492	1476224
2513	495722	1476126
2514	495917	1475921
2515	496169	1475887
2516	496341	1475613
2517	496534	1475404
2518	496684	1475069
2519	496831	1474723
2520	496992	1474418
2521	497338	1474663
2522	497525	1474433
2523	497682	1474117
2524	497886	1473940
2525	498074	1473718
2526	498272	1473523
2527	498513	1473455
2528	498691	1473201
2529	498862	1472925
2530	499017	1472605
2531	499269	1472567
2532	499406	1472193
2533	499587	1471949
2534	499818	1471851
2535	499984	1471564
2536	500173	1471341
2537	500310	1470968
2538	500437	1470565
2539	500610	1470297
2540	500818	1470133
2541	501054	1470048
2542	501213	1469741
2543	501373	1469434
2544	501522	1469095
2545	501742	1468967
2546	501976	1468878
2547	502177	1468692
2548	502342	1468399
2549	502489	1468056
2550	502688	1467865
2551	502829	1467505
2552	503042	1467355
2553	503429	1467711
2554	503543	1467271
2555	503723	1467025
2556	503842	1466602
2557	504017	1466340
2558	504304	1466405
2559	504561	1466381
2560	504743	1466140
2561	504899	1465825
2562	505085	1465596
2563	505322	1465515
2564	505543	1465387
2565	505695	1465057
2566	505873	1464807
2567	506028	1464486
2568	506258	1464385
2569	506438	1464139
2570	506679	1464068
2571	506884	1463895
2572	507113	1463789
2573	507262	1463454
2574	507426	1463162
2575	507635	1462999
2576	507839	1462823
2577	507970	1462435
2578	508195	1462318
2579	508345	1461985
2580	508508	1461691
2581	508684	1461434
2582	508863	1461183
2583	509190	1461362
2584	509352	1461063
2585	509523	1460793
2586	509736	1460641
2587	509964	1460531
2588	510196	1460433
2589	510437	1460363
2590	510682	1460302
2591	510852	1460030
2592	511086	1459937
2593	511355	1459946
2594	511582	1459832
2595	511757	1459572
2596	511869	1459133
2597	512068	1458942
2598	512209	1458583
2599	512373	1458294
2600	512583	1458134
2601	512825	1458064
2602	513138	1458196
2603	513444	1458309
2604	513637	1458098
2605	513960	1458258
2606	514128	1457979
2607	514303	1457717
2608	514536	1457622
2609	514702	1457337
2610	514985	1457384
2611	515205	1457251
2612	515455	1457202
2613	515702	1457144
2614	515905	1456964
2615	516080	1456703
2616	516265	1456473
2617	516435	1456199
2618	516612	1455943
2619	516849	1455859
2620	517030	1455616
2621	517317	1455670
2622	517650	1455855
2623	517984	1456041
2624	518108	1455638
2625	518346	1455554
2626	518598	1455510
2627	518854	1455477
2628	519157	1455574
2629	519411	1455537
2630	519938	1456263
2631	520114	1456003
2632	520254	1455645
2633	520600	1455862
2634	521002	1456235
2635	521293	1456299
2636	521457	1456007
2637	521752	1456079
2638	522030	1456107
2639	522257	1455989
2640	522625	1456267
2641	522888	1456251
2642	523120	1456148
2643	523407	1456197
2644	523696	1456252
2645	523974	1456277
2646	524237	1456258
2647	524484	1456196
2648	524813	1456361
2649	525059	1456296
2650	525280	1456161
2651	525459	1455911
2652	525737	1455933
2653	526187	1456432
2654	526396	1456264
2655	526622	1456141
2656	526779	1455831
2657	526992	1455672
2658	527323	1455842
2659	527571	1455780
2660	527758	1455549
2661	528022	1455532
2662	528177	1455215
2663	528440	1455195
2664	528862	1455613
2665	529103	1455531
2666	529348	1455458
2667	529761	1455850
2668	530055	1455915
2669	530242	1455684
2670	530478	1455589
2671	530707	1455473
2672	531147	1455936
2673	531394	1455870
2674	531553	1455561
2675	531722	1455282
2676	531967	1455209
2677	532242	1455219
2678	532507	1455203
2679	532762	1455157
2680	532928	1454869
2681	533187	1454834
2682	533477	1454884
2683	533718	1454801
2684	533862	1454451
2685	534130	1454440
2686	534334	1454258
2687	534549	1454102
2688	534800	1454043
2689	534958	1453735
2690	535154	1453527
2691	535312	1453217
2692	535531	1453074
2693	535798	1453059
2694	535978	1452811
2695	536161	1452567
2696	536469	1452663
2697	536691	1452527
2698	536876	1452292
2699	537266	1452608
2700	537457	1452389
2701	537595	1452025
2702	537749	1451705
2703	537946	1451499
2704	538142	1451294
2705	538348	1451114
2706	538542	1450901
2707	538692	1450570
2708	538819	1450177
2709	539004	1449943
2710	539171	1449657
2711	539293	1449252
2712	539496	1449063
2713	539680	1448825
2714	539849	1448546
2715	540114	1448525
2716	540301	1448294
2717	540483	1448050
2718	540833	1448256
2719	541016	1448014
2720	541138	1447609
2721	541306	1447328
2722	541474	1447046
2723	541861	1447351
2724	542116	1447303
2725	542360	1447223
2726	542564	1447038
2727	542732	1446754
2728	542896	1446465
2729	543055	1446158
2730	543223	1445878
2731	543375	1445554
2732	543528	1445231
2733	543700	1444961
2734	543892	1444744
2735	544056	1444453
2736	544335	1444466
2737	544562	1444342
2738	544841	1444358
2739	545121	1444371
2740	545260	1444015
2741	545497	1443918
2742	545804	1444003
2743	546038	1443897
2744	546304	1443874
2745	546547	1443793
2746	546845	1443854
2747	547035	1443631
2748	547256	1443490
2749	547504	1443419
2750	547857	1443626
2751	548125	1443609
2752	548287	1443313
2753	548510	1443175
2754	548763	1443117
2755	548923	1442815
2756	549174	1442753
2757	549348	1442488
2758	549505	1442177
2759	549694	1441950
2760	549869	1441688
2761	550063	1441478
2762	550331	1441459
2763	550649	1441568
2764	550857	1441392
2765	551069	1441227
2766	551253	1440988
2767	551461	1440813
2768	551765	1440887
2769	551953	1440657
2770	552144	1440437
2771	552344	1440239
2772	552485	1439889
2773	552852	1440125
2774	553004	1439803
2775	553179	1439542
2776	553342	1439248
2777	553546	1439061
2778	553746	1438864
2779	553991	1438783
2780	554201	1438612
2781	554425	1438476
2782	554614	1438251
2783	554746	1437877
2784	554969	1437740
2785	555169	1437541
2786	555366	1437338
2787	555575	1437162
2788	555717	1436816
2789	555932	1436657
2790	556069	1436297
2791	556310	1436206
2792	556477	1435923
2793	556658	1435675
2794	556899	1435585
2795	557038	1435230
2796	557161	1434836
2797	557419	1434787
2798	557753	1434934
2799	557952	1434733
2800	558095	1434390
2801	558273	1434136
2802	558434	1433840
2803	558572	1433483
2804	558852	1433492
2805	558977	1433101
2806	559136	1432798
2807	559314	1432546
2808	559507	1432331
2809	559668	1432035
2810	559880	1431868
2811	560073	1431654
2812	560258	1431417
2813	560499	1431326
2814	560728	1431201
2815	561118	1431488
2816	561371	1431428
2817	561640	1431406
2818	561921	1431414
2819	562135	1431253
2820	562378	1431165
2821	562652	1431154
2822	562808	1430845
2823	562974	1430560
2824	563139	1430275
2825	563317	1430022
2826	563673	1430220
2827	563889	1430061
2828	564078	1429835
2829	564329	1429768
2830	564531	1429575
2831	564781	1429502
2832	564963	1429259
2833	565244	1429266
2834	565498	1429206
2835	565690	1428987
2836	565989	1429039
2837	566243	1428976
2838	566501	1428924
2839	566728	1428794
2840	566923	1428583
2841	567079	1428274
2842	567329	1428201
2843	567548	1428050
2844	567782	1427938
2845	567969	1427706
2846	568174	1427521
2847	568547	1427756
2848	568755	1427577
2849	568918	1427287
2850	569129	1427116
2851	569317	1426888
2852	569501	1426649
2853	569733	1426529
2854	570012	1426528
2855	570201	1426301
2856	570418	1426145
2857	570593	1425885
2858	570925	1426015
2859	571151	1425881
2860	571310	1425580
2861	571484	1425317
2862	571684	1425118
2863	571894	1424943
2864	572265	1425171
2865	572467	1424976
2866	572626	1424675
2867	572888	1424630
2868	573135	1424547
2869	573414	1424545
2870	573708	1424579
2871	573907	1424376
2872	574076	1424100
2873	574240	1423813
2874	574429	1423587
2875	574687	1423529
2876	574928	1423433
2877	575091	1423141
2878	575311	1422990
2879	575543	1422870
2880	575765	1422727
2881	576028	1422683
2882	576305	1422673
2883	576527	1422527
2884	576780	1422458
2885	577176	1422743
2886	577350	1422477
2887	577520	1422205
2888	577741	1422055
2889	577986	1421966
2890	578157	1421696
2891	578381	1421553
2892	578534	1421239
2893	578739	1421051
2894	578851	1420635
2895	579035	1420397
2896	579251	1420236
2897	579517	1420198
2898	579746	1420068
2899	579959	1419901
2900	580153	1419685
2901	580354	1419488
2902	580497	1419149
2903	580741	1419056
2904	580942	1418860
2905	581078	1418503
2906	581240	1418209
2907	581388	1417884
2908	581579	1417662
2909	581930	1417830
2910	582120	1417605
2911	582313	1417388
2912	582484	1417118
2913	582647	1416829
2914	582814	1416550
2915	582917	1416113
2916	583087	1415840
2917	583375	1415855
2918	583574	1415652
2919	583739	1415368
2920	583885	1415037
2921	584073	1414809
2922	584345	1414783
2923	584583	1414675
2924	584776	1414459
2925	585033	1414398
2926	585249	1414236
2927	585588	1414372
2928	585764	1414114
2929	585951	1413883
2930	586177	1413745
2931	586367	1413522
2932	586552	1413284
2933	586818	1413244
2934	587067	1413162
2935	587281	1412996
2936	587516	1412878
2937	587694	1412627
2938	588082	1412878
2939	588353	1412849
2940	588468	1412445
2941	588611	1412107
2942	588772	1411813
2943	588939	1411534
2944	589085	1411204
2945	589300	1411040
2946	589485	1410803
2947	589684	1410601
2948	589850	1410321
2949	590050	1410121
2950	590260	1409944
2951	590483	1409799
2952	590670	1409568
2953	590879	1409388
2954	591075	1409179
2955	591252	1408926
2956	591382	1408558
2957	591596	1408390
2958	591766	1408119
2959	591935	1407846
2960	592112	1407592
2961	592300	1407363
2962	592505	1407176
2963	592622	1406778
2964	593034	1407081
2965	593214	1406833
2966	593401	1406602
2967	593528	1406230
2968	593678	1405913
2969	593873	1405701
2970	594088	1405536
2971	594270	1405294
2972	594450	1405046
2973	594687	1404933
2974	594819	1404574
2975	594949	1404209
2976	595185	1404092
2977	595413	1403960
2978	595567	1403650
2979	595787	1403499
2980	595993	1403314
2981	596217	1403171
2982	596433	1403007
2983	596596	1402721
2984	596855	1402659
2985	597033	1402409
2986	597187	1402100
2987	597332	1401771
2988	597642	1401829
2989	597952	1401887
2990	598138	1401654
2991	598322	1401417
2992	598532	1401241
2993	598690	1400944
2994	598950	1400884
2995	599203	1400807
2996	599409	1400623
2997	599559	1400306
2998	599747	1400076
2999	600044	1400103
3000	600349	1400149
3001	600599	1400065
3002	600749	1399748
3003	600918	1399476
3004	601070	1399164
3005	601329	1399101
3006	601461	1398742
3007	601721	1398681
3008	601951	1398552
3009	602102	1398237
3010	602322	1398084
3011	602705	1398309
3012	602863	1398009
3013	603060	1397804
3014	603311	1397722
3015	603531	1397567
3016	603773	1397464
3017	603964	1397243
3018	604114	1396928
3019	604242	1396559
3020	604431	1396335
3021	604565	1395983
3022	604764	1395779
3023	605080	1395848
3024	605277	1395639
3025	605492	1395474
3026	605740	1395383
3027	605881	1395048
3028	606023	1394714
3029	606315	1394725
3030	606567	1394644
3031	606747	1394399
3032	606945	1394193
3033	607108	1393907
3034	607518	1394189
3035	607743	1394046
3036	607914	1393779
3037	608113	1393576
3038	608255	1393242
3039	608372	1392852
3040	608565	1392636
3041	608859	1392650
3042	609038	1392402
3043	609233	1392189
3044	609393	1391898
3045	609630	1391781
3046	609917	1391780
3047	610137	1391625
3048	610295	1391328
3049	610561	1391280
3050	610850	1391282
3051	611065	1391114
3052	611291	1390972
3053	611481	1390750
3054	611666	1390514
3055	611797	1390158
3056	611975	1389908
3057	612193	1389747
3058	612542	1389884
3059	612715	1389622
3060	612883	1389349
3061	613116	1389223
3062	613308	1389004
3063	613494	1388772
3064	613759	1388719
3065	614000	1388611
3066	614169	1388338
3067	614389	1388183
3068	614553	1387901
3069	614835	1387886
3070	615084	1387794
3071	615225	1387462
3072	615459	1387338
3073	615615	1387037
3074	615803	1386809
3075	616133	1386900
3076	616352	1386743
3077	616576	1386596
3078	616866	1386598
3079	617140	1386563
3080	617580	1386901
3081	617908	1386986
3082	618159	1386899
3083	618379	1386742
3084	618598	1386583
3085	618816	1386420
3086	618919	1386002
3087	619077	1385707
3088	619297	1385550
3089	619513	1385385
3090	619746	1385256
3091	620026	1385233
3092	620261	1385109
3093	620415	1384804
3094	620632	1384641
3095	620818	1384410
3096	621057	1384294
3097	621235	1384044
3098	621503	1383992
3099	621774	1383950
3100	621966	1383730
3101	622287	1383797
3102	622504	1383633
3103	622658	1383328
3104	622788	1382971
3105	623061	1382932
3106	623224	1382646
3107	623485	1382580
3108	623748	1382519
3109	623887	1382181
3110	624082	1381967
3111	624247	1381689
3112	624420	1381428
3113	624657	1381308
3114	624947	1381305
3115	625242	1381311
3116	625477	1381188
3117	625695	1381025
3118	625906	1380847
3119	626295	1381061
3120	626603	1381098
3121	626758	1380796
3122	626899	1380462
3123	627072	1380201
3124	627402	1380286
3125	627696	1380289
3126	627901	1380098
3127	628180	1380068
3128	628336	1379769
3129	628577	1379657
3130	628873	1379664
3131	629066	1379447
3132	629235	1379176
3133	629423	1378947
3134	629728	1378975
3135	629915	1378742
3136	630039	1378374
3137	630160	1377999
3138	630294	1377652
3139	630544	1377559
3140	630752	1377373
3141	631121	1377540
3142	631274	1377235
3143	631445	1376968
3144	631555	1376569
3145	631824	1376518
3146	632067	1376407
3147	632259	1376189
3148	632496	1376066
3149	632674	1375817
3150	632837	1375532
3151	633124	1375520
3152	633502	1375702
3153	633705	1375506
3154	633984	1375475
3155	634185	1375273
3156	634389	1375079
3157	634685	1375084
3158	634969	1375064
3159	635149	1374817
3160	635365	1374648
3161	635597	1374513
3162	635798	1374312
3163	636246	1374645
3164	636421	1374388
3165	636705	1374367
3166	636992	1374351
3167	637135	1374023
3168	637382	1373921
3169	637655	1373875
3170	637815	1373585
3171	638020	1373393
3172	638266	1373289
3173	638451	1373053
3174	638783	1373132
3175	638969	1372899
3176	639139	1372631
3177	639312	1372370
3178	639498	1372135
3179	639668	1371868
3180	639920	1371774
3181	640158	1371652
3182	640308	1371342
3183	640514	1371151
3184	640703	1370924
3185	640989	1370905
3186	641265	1370864
3187	641446	1370619
3188	641666	1370458
3189	641858	1370237
3190	642058	1370032
3191	642275	1369865
3192	642451	1369611
3193	642705	1369521
3194	642969	1369453
3195	643161	1369234
3196	643393	1369098
3197	643669	1369055
3198	643844	1368799
3199	644102	1368717
3200	644397	1368714
3201	644678	1368684
3202	645065	1368875
3203	645227	1368591
3204	645385	1368297
3205	645562	1368044
3206	645693	1367693
3207	645811	1367316
3208	646067	1367231
3209	646234	1366957
3210	646400	1366680
3211	646606	1366490
3212	646828	1366331
3213	647056	1366187
3214	647321	1366119
3215	647540	1365956
3216	647748	1365768
3217	647975	1365620
3218	648153	1365370
3219	648297	1365049
3220	648564	1364986
3221	648719	1364687
3222	648838	1364311
3223	649027	1364086
3224	649223	1363872
3225	649430	1363682
3226	649834	1363906
3227	650025	1363685
3228	650209	1363446
3229	650365	1363150
3230	650557	1362928
3231	650783	1362779
3232	651047	1362709
3233	651215	1362438
3234	651406	1362214
3235	651658	1362118
3236	651833	1361863
3237	652002	1361593
3238	652248	1361486
3239	652541	1361475
3240	652683	1361150
3241	652948	1361081
3242	653155	1360891
3243	653422	1360827
3244	653557	1360488
3245	653659	1360079
3246	653780	1359710
3247	654034	1359618
3248	654257	1359462
3249	654459	1359262
3250	654752	1359250
3251	654878	1358892
3252	655057	1358644
3253	655250	1358427
3254	655403	1358124
3255	655552	1357815
3256	655796	1357702
3257	655931	1357363
3258	656091	1357076
3259	656241	1356770
3260	656399	1356479
3261	656547	1356168
3262	656697	1355859
3263	656825	1355506
3264	657028	1355310
3265	657160	1354966
3266	657367	1354777
3267	657498	1354431
3268	657659	1354146
3269	657785	1353791
3270	657935	1353483
3271	658102	1353213
3272	658357	1353123
3273	658535	1352875
3274	658673	1352542
3275	658857	1352307
3276	659027	1352042
3277	659197	1351776
3278	659535	1351857
3279	659686	1351553
3280	659880	1351336
3281	660115	1351205
3282	660277	1350924
3283	660415	1350594
3284	660644	1350449
3285	660864	1350287
3286	661124	1350205
3287	661317	1349989
3288	661462	1349672
3289	661639	1349422
3290	661820	1349179
3291	662027	1348991
3292	662167	1348665
3293	662298	1348322
3294	662448	1348017
3295	662609	1347735
3296	662774	1347460
3297	662885	1347076
3298	663232	1347171
3299	663400	1346903
3300	663550	1346599
3301	663625	1346143
3302	663761	1345809
3303	663928	1345539
3304	664076	1345232
3305	664218	1344912
3306	664472	1344819
3307	664703	1344678
3308	664826	1344319
3309	665079	1344224
3310	665263	1343988
3311	665497	1343855
3312	665707	1343672
3313	665928	1343512
3314	666096	1343244
3315	666210	1342868
3316	666428	1342701
3317	666691	1342626
3318	666951	1342543
3319	667091	1342219
3320	667266	1341967
3321	667463	1341758
3322	667628	1341486
3323	667771	1341167
3324	668097	1341218
3325	668242	1340905
3326	668438	1340694
3327	668603	1340422
3328	668811	1340235
3329	668966	1339941
3330	669166	1339740
3331	669412	1339628
3332	669535	1339271
3333	669819	1339237
3334	670053	1339102
3335	670222	1338837
3336	670451	1338693
3337	670634	1338457
3338	670784	1338154
3339	670938	1337859
3340	671172	1337723
3341	671379	1337534
3342	671583	1337340
3343	671829	1337230
3344	671994	1336957
3345	672139	1336646
3346	672317	1336398
3347	672447	1336057
3348	672593	1335747
3349	672914	1335786
3350	673116	1335586
3351	673325	1335402
3352	673492	1335134
3353	673684	1334916
3354	673855	1334656
3355	673986	1334316
3356	674254	1334247
3357	674425	1333989
3358	674536	1333610
3359	674678	1333294
3360	674854	1333042
3361	675018	1332769
3362	675186	1332504
3363	675429	1332387
3364	675666	1332258
3365	675829	1331981
3366	676002	1331725
3367	676146	1331414
3368	676284	1331090
3369	676459	1330838
3370	676828	1330968
3371	676971	1330655
3372	677240	1330588
3373	677403	1330313
3374	677507	1329922
3375	677648	1329603
3376	677881	1329466
3377	678061	1329225
3378	678314	1329127
3379	678588	1329069
3380	678761	1328814
3381	679101	1328885
3382	679283	1328649
3383	679440	1328362
3384	679678	1328234
3385	679982	1328235
3386	680194	1328055
3387	680381	1327828
3388	680515	1327496
3389	680650	1327168
3390	680771	1326812
3391	680942	1326553
3392	681128	1326322
3393	681271	1326010
3394	681627	1326112
3395	681805	1325866
3396	681992	1325639
3397	682113	1325283
3398	682299	1325054
3399	682482	1324819
3400	682590	1324437
3401	682816	1324285
3402	682980	1324014
3403	683173	1323798
3404	683337	1323528
3405	683478	1323211
3406	683633	1322922
3407	683803	1322662
3408	684078	1322606
3409	684229	1322308
3410	684386	1322024
3411	684597	1321842
3412	684788	1321623
3413	685039	1321520
3414	685387	1321603
3415	685584	1321396
3416	685764	1321155
3417	685922	1320871
3418	686051	1320534
3419	686244	1320318
3420	686420	1320070
3421	686579	1319789
3422	686755	1319541
3423	686899	1319231
3424	687126	1319081
3425	687326	1318879
3426	687431	1318497
3427	687704	1318434
3428	687871	1318170
3429	688028	1317884
3430	688191	1317613
3431	688366	1317364
3432	688558	1317145
3433	688786	1316998
3434	689181	1317168
3435	689374	1316954
3436	689617	1316833
3437	689791	1316582
3438	689992	1316383
3439	690235	1316262
3440	690444	1316079
3441	690630	1315850
3442	690796	1315582
3443	690942	1315279
3444	691118	1315030
3445	691313	1314818
3446	691537	1314664
3447	691762	1314509
3448	691904	1314197
3449	692130	1314045
3450	692343	1313868
3451	692541	1313662
3452	692745	1313467
3453	692965	1313304
3454	693180	1313130
3455	693375	1312918
3456	693513	1312600
3457	693811	1312583
3458	694053	1312460
3459	694196	1312151
3460	694365	1311890
3461	694513	1311590
3462	694640	1311251
3463	694762	1310902
3464	694948	1310675
3465	695197	1310565
3466	695391	1310353
3467	695557	1310087
3468	695717	1309809
3469	695868	1309515
3470	695991	1309169
3471	696183	1308953
3472	696457	1308891
3473	696602	1308585
3474	696769	1308322
3475	696960	1308104
3476	697176	1307932
3477	697308	1307604
3478	697651	1307669
3479	697813	1307397
3480	698005	1307181
3481	698192	1306955
3482	698366	1306704
3483	698482	1306346
3484	698656	1306097
3485	698885	1305950
3486	699107	1305789
3487	699372	1305709
3488	699624	1305605
3489	699769	1305300
3490	700059	1305266
3491	700341	1305217
3492	700564	1305059
3493	700772	1304872
3494	700944	1304619
3495	701060	1304262
3496	701305	1304144
3497	701478	1303890
3498	701599	1303542
3499	701722	1303198
3500	701865	1302892
3501	702049	1302660
3502	702232	1302426
3503	702522	1302392
3504	702709	1302167
3505	702872	1301897
3506	703031	1301621
3507	703225	1301408
3508	703352	1301072
3509	703493	1300761
3510	703724	1300617
3511	703965	1300491
3512	704124	1300214
3513	704279	1299931
3514	704481	1299734
3515	704637	1299450
3516	704945	1299448
3517	705224	1299392
3518	705467	1299270
3519	705738	1299200
3520	705887	1298905
3521	706006	1298554
3522	706362	1298640
3523	706559	1298432
3524	706742	1298201
3525	706891	1297904
3526	707093	1297708
3527	707275	1297473
3528	707441	1297209
3529	707689	1297097
3530	707876	1296871
3531	708104	1296721
3532	708224	1296374
3533	708321	1295983
3534	708434	1295624
3535	708723	1295584
3536	708979	1295486
3537	709155	1295240
3538	709409	1295137
3539	709543	1294816
3540	709721	1294575
3541	710078	1294661
3542	710309	1294514
3543	710443	1294193
3544	710575	1293869
3545	710828	1293764
3546	710933	1293390
3547	711101	1293129
3548	711350	1293019
3549	711603	1292913
3550	711733	1292585
3551	711933	1292383
3552	712126	1292170
3553	712289	1291902
3554	712545	1291802
3555	712758	1291623
3556	712974	1291452
3557	713146	1291200
3558	713305	1290923
3559	713463	1290646
3560	713746	1290596
3561	713897	1290307
3562	714054	1290027
3563	714252	1289822
3564	714502	1289712
3565	714675	1289462
3566	714970	1289431
3567	715279	1289427
3568	715435	1289147
3569	715667	1289003
3570	715833	1288741
3571	715962	1288411
3572	716199	1288277
3573	716434	1288138
3574	716599	1287875
3575	716845	1287755
3576	717036	1287538
3577	717207	1287284
3578	717435	1287134
3579	717589	1286849
3580	717747	1286574
3581	717938	1286356
3582	718181	1286231
3583	718358	1285989
3584	718696	1286036
3585	718891	1285824
3586	719121	1285677
3587	719382	1285586
3588	719577	1285375
3589	719777	1285174
3590	720027	1285062
3591	720161	1284743
3592	720265	1284369
3593	720366	1283992
3594	720549	1283760
3595	720742	1283547
3596	721029	1283501
3597	721269	1283371
3598	721480	1283188
3599	721619	1282879
3600	721780	1282608
3601	721938	1282332
3602	722140	1282134
3603	722436	1282103
3604	722659	1281943
3605	722802	1281642
3606	722973	1281389
3607	723194	1281225
3608	723345	1280937
3609	723573	1280786
3610	723806	1280641
3611	723974	1280385
3612	724080	1280017
3613	724246	1279756
3614	724459	1279577
3615	724642	1279346
3616	724843	1279147
3617	725053	1278963
3618	725254	1278764
3619	725492	1278629
3620	725660	1278373
3621	725847	1278148
3622	726246	1278298
3623	726473	1278143
3624	726587	1277791
3625	726705	1277446
3626	726967	1277353
3627	727181	1277176
3628	727423	1277049
3629	727629	1276859
3630	727819	1276641
3631	728127	1276629
3632	728260	1276310
3633	728402	1276006
3634	728599	1275800
3635	728797	1275596
3636	728994	1275390
3637	729168	1275142
3638	729344	1274899
3639	729498	1274618
3640	729588	1274224
3641	729775	1274001
3642	730007	1273855
3643	730157	1273567
3644	730320	1273302
3645	730571	1273190
3646	730784	1273011
3647	731148	1273095
3648	731379	1272949
3649	731576	1272743
3650	731746	1272488
3651	731932	1272263
3652	732148	1272090
3653	732351	1271895
3654	732543	1271679
3655	732719	1271437
3656	732810	1271047
3657	732948	1270738
3658	733109	1270469
3659	733283	1270222
3660	733418	1269909
3661	733658	1269777
3662	733886	1269624
3663	734061	1269381
3664	734326	1269292
3665	734766	1269506
3666	735072	1269487
3667	735275	1269292
3668	735496	1269127
3669	735631	1268814
3670	735817	1268589
3671	735965	1268297
3672	736219	1268189
3673	736439	1268023
3674	736696	1267920
3675	736861	1267658
3676	737066	1267465
3677	737228	1267199
3678	737473	1267075
3679	737684	1266893
3680	737904	1266725
3681	738071	1266467
3682	738300	1266317
3683	738460	1266046
3684	739004	1266434
3685	739221	1266262
3686	739505	1266204
3687	739722	1266033
3688	739904	1265799
3689	740216	1265790
3690	740389	1265542
3691	740692	1265516
3692	740863	1265266
3693	741035	1265015
3694	741313	1264947
3695	741564	1264833
3696	741729	1264571
3697	741890	1264303
3698	742071	1264069
3699	742298	1263914
3700	742511	1263734
3701	742867	1263797
3702	743101	1263654
3703	743260	1263383
3704	743458	1263177
3705	743746	1263124
3706	744128	1263232
3707	744311	1263001
3708	744452	1262698
3709	744617	1262437
3710	744857	1262302
3711	745008	1262019
3712	745290	1261954
3713	745505	1261779
3714	745734	1261626
3715	745940	1261435
3716	746121	1261200
3717	746300	1260962
3718	746686	1261074
3719	746852	1260815
3720	747030	1260576
3721	747185	1260299
3722	747418	1260152
3723	747671	1260039
3724	747978	1260016
3725	748182	1259821
3726	748384	1259622
3727	748540	1259346
3728	748659	1259009
3729	748814	1258731
3730	749185	1258816
3731	749427	1258685
3732	749681	1258572
3733	749847	1258314
3734	749964	1257971
3735	750173	1257784
3736	750402	1257631
3737	750580	1257393
3738	750775	1257181
3739	750966	1256964
3740	751126	1256696
3741	751289	1256432
3742	751439	1256146
3743	751791	1256198
3744	752001	1256012
3745	752184	1255783
3746	752286	1255417
3747	752428	1255118
3748	752581	1254837
3749	752804	1254674
3750	753083	1254603
3751	753285	1254405
3752	753447	1254139
3753	753612	1253878
3754	753787	1253635
3755	753997	1253450
3756	754266	1253362
3757	754448	1253131
3758	754685	1252990
3759	754872	1252766
3760	755101	1252613
3761	755397	1252570
3762	755681	1252507
3763	755810	1252187
3764	755983	1251941
3765	756152	1251687
3766	756262	1251335
3767	756418	1251061
3768	756574	1250786
3769	756834	1250684
3770	757016	1250451
3771	757164	1250163
3772	757314	1249880
3773	757438	1249552
3774	757564	1249228
3775	757707	1248933
3776	757862	1248656
3777	758066	1248462
3778	758326	1248359
3779	758480	1248081
3780	758658	1247844
3781	758902	1247714
3782	759226	1247716
3783	759472	1247589
3784	759692	1247421
3785	759836	1247127
3786	759999	1246864
3787	760094	1246490
3788	760257	1246227
3789	760493	1246086
3790	760662	1245833
3791	760769	1245478
3792	760950	1245245
3793	761208	1245139
3794	761367	1244870
3795	761631	1244773
3796	761849	1244602
3797	762032	1244371
3798	762216	1244143
3799	762351	1243836
3800	762528	1243596
3801	762745	1243423
3802	762995	1243303
3803	763145	1243020
3804	763309	1242760
3805	763423	1242418
3806	763624	1242219
3807	763833	1242031
3808	764118	1241967
3809	764352	1241822
3810	764557	1241627
3811	764731	1241384
3812	764878	1241097
3813	765042	1240836
3814	765282	1240699
3815	765639	1240753
3816	765772	1240443
3817	766019	1240317
3818	766186	1240062
3819	766398	1239880
3820	766623	1239719
3821	766843	1239549
3822	767063	1239379
3823	767241	1239142
3824	767404	1238881
3825	767639	1238736
