iter	RMSE
1664	3.223789815
1665	3.22363868
1666	3.223590959
1667	3.22312883
1668	3.222977859
1669	3.2228143
1670	3.22254642
1671	3.222309119
1672	3.221043622
1673	3.220993966
1674	3.220964856
1675	3.219220865
1676	3.219072837
1677	3.218960931
1678	3.218744366
1679	3.218533568
1680	3.218413234
1681	3.217228054
1682	3.217189518
1683	3.216820761
1684	3.216634526
1685	3.216525322
1686	3.216466306
1687	3.21636427
1688	3.216247302
1689	3.216046417
1690	3.215816567
1691	3.215589152
1692	3.215480774
1693	3.215349963
1694	3.215213223
1695	3.214028797
1696	3.213913988
1697	3.213556583
1698	3.213483797
1699	3.213363659
1700	3.213236529
1701	3.213184944
1702	3.213134579
1703	3.212989999
1704	3.212930657
1705	3.212876873
1706	3.212734147
1707	3.212677851
1708	3.212405943
1709	3.212368964
1710	3.212302486
1711	3.21219837
1712	3.212045991
1713	3.212010831
1714	3.211945407
1715	3.211771308
1716	3.211733234
1717	3.211647997
1718	3.208553965
1719	3.207840509
1720	3.20770999
1721	3.207565575
1722	3.207419193
1723	3.207361353
1724	3.207143452
1725	3.206990998
1726	3.206856373
1727	3.206497458
1728	3.206362961
1729	3.206257784
1730	3.206188377
1731	3.206073927
1732	3.205853434
1733	3.205680772
1734	3.205611406
1735	3.205500976
1736	3.205307053
1737	3.205287836
1738	3.205199053
1739	3.205108435
1740	3.205053337
1741	3.204905562
1742	3.204666058
1743	3.204628215
1744	3.20428226
1745	3.20420056
1746	3.204106239
1747	3.203985058
1748	3.203828037
1749	3.203796398
1750	3.203633753
1751	3.203606534
1752	3.20335868
1753	3.203209541
1754	3.201576434
1755	3.201492924
1756	3.201351294
1757	3.20119915
1758	3.20116297
1759	3.201037587
1760	3.200996479
1761	3.20067349
1762	3.200659905
1763	3.200602794
1764	3.200445488
1765	3.200251811
1766	3.200117312
1767	3.200080675
1768	3.199998923
1769	3.199612918
1770	3.199283364
1771	3.199235791
1772	3.199031285
1773	3.198875285
1774	3.198805417
1775	3.198706775
1776	3.1984784
1777	3.198384825
1778	3.198206458
1779	3.198040321
1780	3.197951257
1781	3.197840587
1782	3.197811206
1783	3.197448335
1784	3.197286535
1785	3.197218662
1786	3.196741341
1787	3.196598176
1788	3.196300034
1789	3.19621845
1790	3.196127406
1791	3.195966314
1792	3.195501692
1793	3.195359406
1794	3.195287758
1795	3.195270498
1796	3.19505657
1797	3.194985079
1798	3.193223037
1799	3.193050976
1800	3.192986896
1801	3.192929742
1802	3.192839867
1803	3.192820558
1804	3.192715994
1805	3.192455363
1806	3.19241604
1807	3.192301857
1808	3.192057418
1809	3.191948953
1810	3.191905339
1811	3.191756711
1812	3.19171036
1813	3.191470593
1814	3.191450867
1815	3.191394327
1816	3.191205058
1817	3.191102421
1818	3.190856666
1819	3.190724597
1820	3.189850288
1821	3.189683697
1822	3.189481814
1823	3.188989716
1824	3.188811872
1825	3.188761028
1826	3.188736086
1827	3.188544352
1828	3.187714382
1829	3.187623585
1830	3.187580278
1831	3.18755824
1832	3.187424289
1833	3.187126564
1834	3.187014537
1835	3.186996207
1836	3.186937572
1837	3.18677915
1838	3.186750799
1839	3.186603581
1840	3.186527492
1841	3.186043913
1842	3.185435988
1843	3.185292957
1844	3.185115899
1845	3.18407352
1846	3.184060854
1847	3.183372857
1848	3.182824896
1849	3.182758412
1850	3.182696039
1851	3.182539277
1852	3.181905836
1853	3.181830345
1854	3.181729061
1855	3.181574421
1856	3.180575466
1857	3.180507683
1858	3.180489248
1859	3.180453997
1860	3.180297078
1861	3.180200488
1862	3.180102038
1863	3.179978529
1864	3.179972492
1865	3.179914262
1866	3.179719628
1867	3.179573754
1868	3.179381478
1869	3.179213241
1870	3.179129243
1871	3.178570982
1872	3.178348066
1873	3.178338442
1874	3.178242021
1875	3.177983366
1876	3.177861211
1877	3.177710206
1878	3.17766497
1879	3.177420699
1880	3.177316105
1881	3.177181158
1882	3.177021173
1883	3.17694935
1884	3.176890864
1885	3.173820267
1886	3.173454654
1887	3.173366636
1888	3.173214668
1889	3.173090235
1890	3.173028033
1891	3.172768563
1892	3.172744711
1893	3.172676547
1894	3.172508254
1895	3.172281097
1896	3.172218268
1897	3.172109755
1898	3.172039477
1899	3.171894497
1900	3.171835028
1901	3.171616394
1902	3.171374874
1903	3.170977675
1904	3.170808624
1905	3.170570781
1906	3.170179638
1907	3.169272984
1908	3.166678592
1909	3.166587598
1910	3.166405158
1911	3.166338667
1912	3.166231177
1913	3.166139533
1914	3.16599119
1915	3.16584195
1916	3.165751851
1917	3.165672525
1918	3.165223491
1919	3.165121924
1920	3.165066381
1921	3.165034892
1922	3.164908573
1923	3.161257258
1924	3.161129869
1925	3.160869036
1926	3.160785077
1927	3.16072021
1928	3.160668487
1929	3.16052694
1930	3.16047648
1931	3.160392475
1932	3.160154572
1933	3.159850857
1934	3.159792048
1935	3.159566361
1936	3.159534879
1937	3.159429493
1938	3.159102031
1939	3.159060947
1940	3.158854414
1941	3.15863685
1942	3.158539865
1943	3.158374759
1944	3.158277362
1945	3.158173679
1946	3.158099928
1947	3.157989339
1948	3.157941457
1949	3.157832553
1950	3.157682447
1951	3.157621285
1952	3.157528961
1953	3.15748498
1954	3.15739751
1955	3.157068398
1956	3.157017041
1957	3.156736897
1958	3.155213497
1959	3.155137322
1960	3.155051853
1961	3.154963725
1962	3.154905428
1963	3.154868469
1964	3.154649452
1965	3.154487204
1966	3.153891993
1967	3.153808894
1968	3.15366946
1969	3.153464823
1970	3.153022309
1971	3.152927603
1972	3.152649803
1973	3.152571188
1974	3.152472453
1975	3.152394454
1976	3.152230487
1977	3.152093176
1978	3.151975284
1979	3.151752431
1980	3.151652817
1981	3.151573344
1982	3.151484956
1983	3.151409494
1984	3.150485311
1985	3.150405143
1986	3.150218424
1987	3.150177742
1988	3.149982639
1989	3.149790279
1990	3.149495934
1991	3.149475646
1992	3.148938721
1993	3.14874897
1994	3.148688509
1995	3.148588737
1996	3.148337902
1997	3.148283744
1998	3.148193982
1999	3.148095099
2000	3.148039694
2001	3.147989331
2002	3.147802937
2003	3.147715073
2004	3.147672632
2005	3.14471603
2006	3.144518737
2007	3.144489578
2008	3.144421722
2009	3.144194917
2010	3.144093566
2011	3.144011756
2012	3.143900281
2013	3.143812676
2014	3.143781387
2015	3.143036195
2016	3.142997046
2017	3.142388766
2018	3.142193908
2019	3.142101774
2020	3.141907868
2021	3.141731207
2022	3.141674737
2023	3.141566293
2024	3.141478216
2025	3.141395832
2026	3.141207205
2027	3.141074321
2028	3.140938752
2029	3.140893572
2030	3.139948607
2031	3.139903589
2032	3.139857666
2033	3.13966626
2034	3.139480159
2035	3.13932065
2036	3.139277811
2037	3.139150591
2038	3.138978524
2039	3.138921939
2040	3.138356966
2041	3.13829252
2042	3.138243188
2043	3.138206454
2044	3.138080399
2045	3.13804721
2046	3.137890586
2047	3.137699178
2048	3.137613933
2049	3.137475358
2050	3.136750912
2051	3.13667337
2052	3.136614129
2053	3.136463997
2054	3.135895631
2055	3.135819722
2056	3.135716377
2057	3.135572642
2058	3.135411342
2059	3.135364527
2060	3.135228346
2061	3.135019404
2062	3.134896765
2063	3.134151269
2064	3.134050932
2065	3.133874349
2066	3.133808264
2067	3.133759992
2068	3.133658697
2069	3.133592166
2070	3.133497078
2071	3.13339592
2072	3.133247205
2073	3.133151509
2074	3.132991269
2075	3.132964028
2076	3.132905851
2077	3.132868335
2078	3.13277723
2079	3.132489368
2080	3.132444681
2081	3.1324085
2082	3.132191846
2083	3.132179699
2084	3.132062206
2085	3.132009588
2086	3.131958279
2087	3.131863089
2088	3.131611118
2089	3.131492182
2090	3.131446789
2091	3.131361282
2092	3.131221187
2093	3.130580028
2094	3.13053579
2095	3.130437091
2096	3.130197991
2097	3.13007022
2098	3.130039233
2099	3.12996258
2100	3.129684339
2101	3.129542678
2102	3.129466957
2103	3.129356792
2104	3.129316347
2105	3.129295906
2106	3.129211519
2107	3.129088556
2108	3.129015652
2109	3.128770146
2110	3.128719663
2111	3.128530083
2112	3.128424836
2113	3.12834127
2114	3.126108815
2115	3.125942274
2116	3.125818322
2117	3.12563429
2118	3.125592184
2119	3.1255052
2120	3.12536637
2121	3.125093392
2122	3.125069049
2123	3.123763023
2124	3.123636236
2125	3.123555093
2126	3.123443783
2127	3.123004337
2128	3.122575867
2129	3.122526735
2130	3.122357722
2131	3.122276018
2132	3.122188291
2133	3.122012464
2134	3.121945812
2135	3.121838642
2136	3.12175498
2137	3.121630843
2138	3.121584648
2139	3.120310794
2140	3.120256026
2141	3.119992549
2142	3.119900834
2143	3.119645217
2144	3.119548683
2145	3.119452258
2146	3.119401951
2147	3.119298199
2148	3.119229659
2149	3.1191738
2150	3.119078376
2151	3.119042842
2152	3.118976757
2153	3.118747211
2154	3.1180636
2155	3.117902646
2156	3.117777193
2157	3.117708307
2158	3.117554362
2159	3.117474767
2160	3.117391129
2161	3.117282905
2162	3.117119374
2163	3.117039306
2164	3.116952226
2165	3.116886155
2166	3.116724504
2167	3.115325722
2168	3.115014851
2169	3.114895753
2170	3.114761799
2171	3.114630467
2172	3.114489349
2173	3.114098098
2174	3.113997882
2175	3.113856149
2176	3.113718811
2177	3.1134986
2178	3.113404248
2179	3.113361825
2180	3.113269574
2181	3.113051265
2182	3.112975254
2183	3.112716955
2184	3.112558529
2185	3.112498804
2186	3.112438301
2187	3.11237646
2188	3.112322781
2189	3.112275944
2190	3.112245865
2191	3.112062826
2192	3.11201972
2193	3.11195617
2194	3.111054842
2195	3.11083529
2196	3.110722663
2197	3.110655
2198	3.110486504
2199	3.1104679
2200	3.108815964
2201	3.108761963
2202	3.108683047
2203	3.108577823
2204	3.108545751
2205	3.108536275
2206	3.108433798
2207	3.108322003
2208	3.107992896
2209	3.107916688
2210	3.107470635
2211	3.107377856
2212	3.107261958
2213	3.106687124
2214	3.106389143
2215	3.106332186
2216	3.106296478
2217	3.103513736
2218	3.103380753
2219	3.103275717
2220	3.103117088
2221	3.10302248
2222	3.102997782
2223	3.102888324
2224	3.102848721
2225	3.102775884
2226	3.10263128
2227	3.102580065
2228	3.102450776
2229	3.102247325
2230	3.102183027
2231	3.102142603
2232	3.101979686
2233	3.101944488
2234	3.101831887
2235	3.101722521
2236	3.101639841
2237	3.101544623
2238	3.101498879
2239	3.10095777
2240	3.100901363
2241	3.100789328
2242	3.100097606
2243	3.100014979
2244	3.099232368
2245	3.099067183
2246	3.099009651
2247	3.098871179
2248	3.098766192
2249	3.098675075
2250	3.098567779
2251	3.098453401
2252	3.098410069
2253	3.098396593
2254	3.098316544
2255	3.09823426
2256	3.098129992
2257	3.098063912
2258	3.097895303
2259	3.097848361
2260	3.097741678
2261	3.097709973
2262	3.097602592
2263	3.09756787
2264	3.097490433
2265	3.097330179
2266	3.097171519
2267	3.096972079
2268	3.096849199
2269	3.096773854
2270	3.096690606
2271	3.096657388
2272	3.095313683
2273	3.095272951
2274	3.095197087
2275	3.0951038
2276	3.095058885
2277	3.095033572
2278	3.09465184
2279	3.094512784
2280	3.094459074
2281	3.094382822
2282	3.094258191
2283	3.094197948
2284	3.094093317
2285	3.093990006
2286	3.093930933
2287	3.093888041
2288	3.093712829
2289	3.092947262
2290	3.092841627
2291	3.092833293
2292	3.092564797
2293	3.092367927
2294	3.092224354
2295	3.092132954
2296	3.091647844
2297	3.091379206
2298	3.091270201
2299	3.091202245
2300	3.09113029
2301	3.091007331
2302	3.090923436
2303	3.090783847
2304	3.090671308
2305	3.090596763
2306	3.09055733
2307	3.09043157
2308	3.090338537
2309	3.090306944
2310	3.09026905
2311	3.090216925
2312	3.089915463
2313	3.089798236
2314	3.089759532
2315	3.08936157
2316	3.089301878
2317	3.089272381
2318	3.089198123
2319	3.089175886
2320	3.089052837
2321	3.088933562
2322	3.088779389
2323	3.088641503
2324	3.088623754
2325	3.088413653
2326	3.088374086
2327	3.088046718
2328	3.08787111
2329	3.087592238
2330	3.087501158
2331	3.087370025
2332	3.087295219
2333	3.08713776
2334	3.087124268
2335	3.086996343
2336	3.086868436
2337	3.086815179
2338	3.086757735
2339	3.0866543
2340	3.086588143
2341	3.086575461
2342	3.085911821
2343	3.085824435
2344	3.085759551
2345	3.085455066
2346	3.085320189
2347	3.085250867
2348	3.08522763
2349	3.085137835
2350	3.084941968
2351	3.084885847
2352	3.084746769
2353	3.084678447
2354	3.084553659
2355	3.084136129
2356	3.083993735
2357	3.083787833
2358	3.083745181
2359	3.083717229
2360	3.083688358
2361	3.083572898
2362	3.083489481
2363	3.083412845
2364	3.083203252
2365	3.082715785
2366	3.0825783
2367	3.082503601
2368	3.08224198
2369	3.082183756
2370	3.082116304
2371	3.081798343
2372	3.081691481
2373	3.081503556
2374	3.081431531
2375	3.081373743
2376	3.081162444
2377	3.081119263
2378	3.081048148
2379	3.081005005
2380	3.080689377
2381	3.080670588
2382	3.08054076
2383	3.080503498
2384	3.080039669
2385	3.079958001
2386	3.079829194
2387	3.079801102
2388	3.079631807
2389	3.079394427
2390	3.079266327
2391	3.079173228
2392	3.079127242
2393	3.07905896
2394	3.078982439
2395	3.078809923
2396	3.078777445
2397	3.078676624
2398	3.078579573
2399	3.075999765
2400	3.075901746
2401	3.07575971
2402	3.075602055
2403	3.075472667
2404	3.075322828
2405	3.075266123
2406	3.075168163
2407	3.075119658
2408	3.075103728
2409	3.074880157
2410	3.0748566
2411	3.074697907
2412	3.074636877
2413	3.074614296
2414	3.074520087
2415	3.074501167
2416	3.074439662
2417	3.074291954
2418	3.074065783
2419	3.073942409
2420	3.073803003
2421	3.073749429
2422	3.073638863
2423	3.073610843
2424	3.073541468
2425	3.073443174
2426	3.073350862
2427	3.073298989
2428	3.07321319
2429	3.073133787
2430	3.072902801
2431	3.072869629
2432	3.072776207
2433	3.072673366
2434	3.072583845
2435	3.072519544
2436	3.072444061
2437	3.071956889
2438	3.071815063
2439	3.071796715
2440	3.071763944
2441	3.071754476
2442	3.071560365
2443	3.071364324
2444	3.071252875
2445	3.071177288
2446	3.071147467
2447	3.07108799
2448	3.070950319
2449	3.070821141
2450	3.070761628
2451	3.070694123
2452	3.070031013
2453	3.069915816
2454	3.069807343
2455	3.069709737
2456	3.069595578
2457	3.069463587
2458	3.069234348
2459	3.068977685
2460	3.068942389
2461	3.068882644
2462	3.068779551
2463	3.068773837
2464	3.068727355
2465	3.068652641
2466	3.068607743
2467	3.068447906
2468	3.068390132
2469	3.068311968
2470	3.068283663
2471	3.068035016
2472	3.06786442
2473	3.067842254
2474	3.0678233
2475	3.067810835
2476	3.067734883
2477	3.067732182
2478	3.067696535
2479	3.067515478
2480	3.067072657
2481	3.066977884
2482	3.066937786
2483	3.066887125
2484	3.066750854
2485	3.066664138
2486	3.066617527
2487	3.066579052
2488	3.066465367
2489	3.06642395
2490	3.066171446
2491	3.065986603
2492	3.065924722
2493	3.06571868
2494	3.065531081
2495	3.065460971
2496	3.065169104
2497	3.065106789
2498	3.06505173
2499	3.064983258
2500	3.064959999
2501	3.064928182
2502	3.064891578
2503	3.064801604
2504	3.06253916
2505	3.062468971
2506	3.062428151
2507	3.062186021
2508	3.062105386
2509	3.06187953
2510	3.061751957
2511	3.061670839
2512	3.061553415
2513	3.061381014
2514	3.061316475
2515	3.061145127
2516	3.061005257
2517	3.060953237
2518	3.060598978
2519	3.060493119
2520	3.060431478
2521	3.060414376
2522	3.060365616
2523	3.060130168
2524	3.060096983
2525	3.059993863
2526	3.059935002
2527	3.059893838
2528	3.05978588
2529	3.05964904
2530	3.059593714
2531	3.059511741
2532	3.059349729
2533	3.059193819
2534	3.05911924
2535	3.059009335
2536	3.058981923
2537	3.058896888
2538	3.058838182
2539	3.058801446
2540	3.058616659
2541	3.058459071
2542	3.05833271
2543	3.058224904
2544	3.058030887
2545	3.057838525
2546	3.057675878
2547	3.057360034
2548	3.057301878
2549	3.057120236
2550	3.057104245
2551	3.057015072
2552	3.056933017
2553	3.056904865
2554	3.056732686
2555	3.056187393
2556	3.056068275
2557	3.055871655
2558	3.055808127
2559	3.055711732
2560	3.0553803
2561	3.055289447
2562	3.055075362
2563	3.054938807
2564	3.054832618
2565	3.054742262
2566	3.054715589
2567	3.054524001
2568	3.054315171
2569	3.054205898
2570	3.054138542
2571	3.053940339
2572	3.053829079
2573	3.053786598
2574	3.053704655
2575	3.053652399
2576	3.053549877
2577	3.053456224
2578	3.052673421
2579	3.052591369
2580	3.052502552
2581	3.052439852
2582	3.052377773
2583	3.052305215
2584	3.052205901
2585	3.052083781
2586	3.051873365
2587	3.051825614
2588	3.051505989
2589	3.051465531
2590	3.0513505
2591	3.051301302
2592	3.05113529
2593	3.05101717
2594	3.050980293
2595	3.049915324
2596	3.049844312
2597	3.049758447
2598	3.049691605
2599	3.049675993
2600	3.04953201
2601	3.049346294
2602	3.049284988
2603	3.049187347
2604	3.049073821
2605	3.048994961
2606	3.048890903
2607	3.048868055
2608	3.048862593
2609	3.048718667
2610	3.048544755
2611	3.048524043
2612	3.04845549
2613	3.048407547
2614	3.048229696
2615	3.048144434
2616	3.048026901
2617	3.047700168
2618	3.047589463
2619	3.047563267
2620	3.047417297
2621	3.047384557
2622	3.047323311
2623	3.047255966
2624	3.047187748
2625	3.047158484
2626	3.047063346
2627	3.047040367
2628	3.046959074
2629	3.046870601
2630	3.046812042
2631	3.046757845
2632	3.046506597
2633	3.046460603
2634	3.046391169
2635	3.04588954
2636	3.045881073
2637	3.045625876
2638	3.045546982
2639	3.045291058
2640	3.045224395
2641	3.045080819
2642	3.044963509
2643	3.04474564
2644	3.044692085
2645	3.044540753
2646	3.044512417
2647	3.044481556
2648	3.044356147
2649	3.044339364
2650	3.04422803
2651	3.044089375
2652	3.04386028
2653	3.04371455
2654	3.043681331
2655	3.04361257
2656	3.043437445
2657	3.043414688
2658	3.043199161
2659	3.043173263
2660	3.043136191
2661	3.043074349
2662	3.041768992
2663	3.041761593
2664	3.041592047
2665	3.041545023
2666	3.041374787
2667	3.041308687
2668	3.041241003
2669	3.041146581
2670	3.041108511
2671	3.041006976
2672	3.039257631
2673	3.03892671
2674	3.03643539
2675	3.036357544
2676	3.036304643
2677	3.036224536
2678	3.03613957
2679	3.036106514
2680	3.036007724
2681	3.035870239
2682	3.035664517
2683	3.035542906
2684	3.035461699
2685	3.035389461
2686	3.035114859
2687	3.034897216
2688	3.034841071
2689	3.034747768
2690	3.034597485
2691	3.03453936
2692	3.034507279
2693	3.034410714
2694	3.034312571
2695	3.034241617
2696	3.034154013
2697	3.034074045
2698	3.03399171
2699	3.033918381
2700	3.033865204
2701	3.033832498
2702	3.033733495
2703	3.033709373
2704	3.033656548
2705	3.033590443
2706	3.032483583
2707	3.032365998
2708	3.032316654
2709	3.032184501
2710	3.031972191
2711	3.031911093
2712	3.031840899
2713	3.031716384
2714	3.031683316
2715	3.031619614
2716	3.03150705
2717	3.031468103
2718	3.031288982
2719	3.031216307
2720	3.031030798
2721	3.030966414
2722	3.03090195
2723	3.030876166
2724	3.030846756
2725	3.030825598
2726	3.030703486
2727	3.030601016
2728	3.030577643
2729	3.030436126
2730	3.030326332
2731	3.030233265
2732	3.03015958
2733	3.02913791
2734	3.029037929
2735	3.028917013
2736	3.028772633
2737	3.028733281
2738	3.02872202
2739	3.02864191
2740	3.028602212
2741	3.028469153
2742	3.028412378
2743	3.028214947
2744	3.02807843
2745	3.027644317
2746	3.027584059
2747	3.027557788
2748	3.02749855
2749	3.0274343
2750	3.027237268
2751	3.027112938
2752	3.027023385
2753	3.02686981
2754	3.025413742
2755	3.025303655
2756	3.025236005
2757	3.02517456
2758	3.025037715
2759	3.024974189
2760	3.024900237
2761	3.024803964
2762	3.024708224
2763	3.024530264
2764	3.024459149
2765	3.024325633
2766	3.024300736
2767	3.024247895
2768	3.024211297
2769	3.02414024
2770	3.023997273
2771	3.023916032
2772	3.023846864
2773	3.023807391
2774	3.023671469
2775	3.023587454
2776	3.023509943
2777	3.023447405
2778	3.023401514
2779	3.023292042
2780	3.023266726
2781	3.023206854
2782	3.023128963
2783	3.022968276
2784	3.022842546
2785	3.022707616
2786	3.022145725
2787	3.02202566
2788	3.021947502
2789	3.021917216
2790	3.021843838
2791	3.021685546
2792	3.02165896
2793	3.021609071
2794	3.021578254
2795	3.021451614
2796	3.021318921
2797	3.02126192
2798	3.021196743
2799	3.021116977
2800	3.021063654
2801	3.020897968
2802	3.020872899
2803	3.020663004
2804	3.020617345
2805	3.020563893
2806	3.020456436
2807	3.0201757
2808	3.019985219
2809	3.019929447
2810	3.019823259
2811	3.019794387
2812	3.019716033
2813	3.019624809
2814	3.019610428
2815	3.019532867
2816	3.019403749
2817	3.019376042
2818	3.019352169
2819	3.019267943
2820	3.018850444
2821	3.018757626
2822	3.018719291
2823	3.018680436
2824	3.018616533
2825	3.018536859
2826	3.01816029
2827	3.018122206
2828	3.01810764
2829	3.017963641
2830	3.017771409
2831	3.017723738
2832	3.017625767
2833	3.017523308
2834	3.017411367
2835	3.017268376
2836	3.01715704
2837	3.017095123
2838	3.016920757
2839	3.016854925
2840	3.016747144
2841	3.016713586
2842	3.016643906
2843	3.016615626
2844	3.016468745
2845	3.016428728
2846	3.016392392
2847	3.016194907
2848	3.016110129
2849	3.015996701
2850	3.015802675
2851	3.014181195
2852	3.014125142
2853	3.014069654
2854	3.013977189
2855	3.013869456
2856	3.013732229
2857	3.013607575
2858	3.013560173
2859	3.013532874
2860	3.013370028
2861	3.013240948
2862	3.013138963
2863	3.013118134
2864	3.012825921
2865	3.012745406
2866	3.012712456
2867	3.012678484
2868	3.01257685
2869	3.012398882
2870	3.012309537
2871	3.012194577
2872	3.01214542
2873	3.011998283
2874	3.011408592
2875	3.011108867
2876	3.011003308
2877	3.01091899
2878	3.010402094
2879	3.009732698
2880	3.009444624
2881	3.00937228
2882	3.009246067
2883	3.009153789
2884	3.009059225
2885	3.008951029
2886	3.008799173
2887	3.008771814
2888	3.008668398
2889	3.0085941
2890	3.008561561
2891	3.00839203
2892	3.008324236
2893	3.008196092
2894	3.008136584
2895	3.008016008
2896	3.007911759
2897	3.007720002
2898	3.007635332
2899	3.007575
2900	3.007547296
2901	3.007410207
2902	3.007366598
2903	3.00718713
2904	3.007159162
2905	3.00707727
2906	3.007001629
2907	3.006917935
2908	3.006863507
2909	3.00681521
2910	3.006712144
2911	3.006156278
2912	3.0059942
2913	3.005962329
2914	3.005854551
2915	3.005842226
2916	3.005697512
2917	3.005426303
2918	3.005276569
2919	3.005143192
2920	3.005006475
2921	3.004936644
2922	3.004930862
2923	3.004888824
2924	3.004772688
2925	3.004735733
2926	3.004492257
2927	3.004374759
2928	3.004266991
2929	3.004183603
2930	3.004121915
2931	3.004111251
2932	3.004062103
2933	3.00391138
2934	3.003881337
2935	3.003831006
2936	3.003797361
2937	3.003301878
2938	3.003173537
2939	3.00305352
2940	3.002999498
2941	3.002949721
2942	3.002899712
2943	3.002873638
2944	3.002786254
2945	3.002646027
2946	3.002507546
2947	3.002467943
2948	3.002394439
2949	3.00232538
2950	3.002049844
2951	3.001838438
2952	3.001573548
2953	3.001510426
2954	3.00145186
2955	3.001391851
2956	3.001213939
2957	3.001192292
2958	3.000900072
2959	3.000799799
2960	3.000718153
2961	3.000685679
2962	3.000560718
2963	3.000459368
2964	3.000272476
2965	3.000241545
2966	3.000199686
2967	3.00015512
2968	3.000025255
2969	2.999917188
2970	2.999579874
2971	2.999533542
2972	2.998218826
2973	2.998158325
2974	2.997952612
2975	2.997822582
2976	2.997792121
2977	2.99750818
2978	2.997384467
2979	2.996911874
2980	2.996894247
2981	2.996861016
2982	2.996775079
2983	2.996723612
2984	2.996613168
2985	2.996582208
2986	2.99648856
2987	2.996390745
2988	2.996311597
2989	2.99619784
2990	2.996127555
2991	2.996001005
2992	2.995955595
2993	2.995911626
2994	2.995263347
2995	2.995161639
2996	2.995011611
2997	2.994913545
2998	2.994825833
2999	2.994748386
3000	2.994675414
3001	2.994616805
3002	2.994560326
3003	2.99452103
3004	2.994467499
3005	2.994324759
3006	2.994285323
3007	2.994210086
3008	2.994196411
3009	2.99395575
3010	2.993916202
3011	2.993831049
3012	2.993693373
3013	2.993661063
3014	2.99364367
3015	2.99358641
3016	2.993581165
3017	2.993523948
3018	2.993480694
3019	2.993442281
3020	2.993332694
3021	2.993295188
3022	2.993208525
3023	2.993062361
3024	2.993012215
3025	2.99292973
3026	2.9928549
3027	2.992689675
3028	2.992582552
3029	2.992549164
3030	2.992467146
3031	2.99224601
3032	2.992112634
3033	2.992066612
3034	2.991271301
3035	2.991199963
3036	2.990519504
3037	2.990487435
3038	2.990421208
3039	2.990371099
3040	2.990341913
3041	2.990227132
3042	2.990038212
3043	2.989988823
3044	2.989957244
3045	2.989842739
3046	2.989782301
3047	2.989232246
3048	2.989119883
3049	2.989089146
3050	2.988896634
3051	2.988876441
3052	2.988779692
3053	2.988667645
3054	2.988542831
3055	2.98783166
3056	2.98765039
3057	2.987576426
3058	2.987539501
3059	2.987428217
3060	2.986441197
3061	2.986135539
3062	2.986070185
3063	2.986038211
3064	2.985829908
3065	2.985724697
3066	2.985704883
3067	2.985668394
3068	2.985587688
3069	2.985564032
3070	2.984679078
3071	2.984589028
3072	2.984470589
3073	2.984305815
3074	2.984201172
3075	2.98416451
3076	2.984088908
3077	2.984048969
3078	2.983924866
3079	2.983874091
3080	2.983825571
3081	2.983783178
3082	2.983739868
3083	2.983679311
3084	2.983601877
3085	2.983568976
3086	2.983516246
3087	2.983513947
3088	2.983442144
3089	2.983411581
3090	2.983367246
3091	2.983315572
3092	2.9832805
3093	2.983208431
3094	2.982923434
3095	2.982748994
3096	2.982677042
3097	2.982594294
3098	2.982429863
3099	2.982173704
3100	2.98199764
3101	2.981960107
3102	2.981947239
3103	2.981893398
3104	2.981770613
3105	2.981602514
3106	2.981547093
3107	2.981507905
3108	2.981383395
3109	2.981349679
3110	2.981219595
3111	2.98108572
3112	2.98102422
3113	2.98090698
3114	2.980685313
3115	2.980568869
3116	2.980516345
3117	2.980442751
3118	2.980359829
3119	2.97984183
3120	2.979796153
3121	2.979430164
3122	2.979344165
3123	2.97922534
3124	2.979206147
3125	2.979126765
3126	2.979091962
3127	2.979032118
3128	2.978967363
3129	2.97890179
3130	2.978830215
3131	2.97872173
3132	2.97866295
3133	2.978579883
3134	2.977786064
3135	2.977667102
3136	2.977537928
3137	2.976704159
3138	2.976620738
3139	2.975682534
3140	2.975609223
3141	2.975437501
3142	2.975312487
3143	2.975228983
3144	2.97520038
3145	2.975134912
3146	2.975087602
3147	2.975076104
3148	2.974836356
3149	2.974794015
3150	2.974711192
3151	2.974649189
3152	2.974552552
3153	2.97454299
3154	2.974468497
3155	2.974450898
3156	2.974378655
3157	2.974344825
3158	2.974321698
3159	2.973469508
3160	2.973444329
3161	2.973442156
3162	2.973420489
3163	2.971855928
3164	2.971733959
3165	2.97157166
3166	2.971496068
3167	2.971440157
3168	2.971399351
3169	2.971335656
3170	2.971299234
3171	2.971251143
3172	2.971075173
3173	2.970816083
3174	2.970808186
3175	2.970740452
3176	2.970680007
3177	2.970621635
3178	2.970606867
3179	2.970352063
3180	2.970164563
3181	2.97005149
3182	2.969919728
3183	2.969877667
3184	2.969822482
3185	2.969753674
3186	2.969348888
3187	2.969255776
3188	2.969218501
3189	2.969174722
3190	2.969088972
3191	2.968928278
3192	2.96888761
3193	2.968581715
3194	2.96846465
3195	2.968342444
3196	2.968326846
3197	2.968262827
3198	2.968196097
3199	2.967809668
3200	2.967490085
3201	2.96734382
3202	2.967282706
3203	2.967258229
3204	2.967131426
3205	2.967002114
3206	2.966830686
3207	2.966766478
3208	2.966683173
3209	2.966665275
3210	2.966504276
3211	2.966460754
3212	2.966435488
3213	2.966372777
3214	2.966291392
3215	2.966124642
3216	2.966025673
3217	2.965926184
