iter	RMSE
129	4.553457592
130	4.553210086
131	4.551917338
132	4.551581865
133	4.550821023
134	4.547508006
135	4.547225151
136	4.537298288
137	4.53674993
138	4.529675621
139	4.514980473
140	4.512007981
141	4.511306866
142	4.510238294
143	4.508830209
144	4.508268368
145	4.504972652
146	4.504059334
147	4.503230677
148	4.501179349
149	4.500015898
150	4.498670366
151	4.491477625
152	4.489685232
153	4.488744687
154	4.4846127
155	4.484351178
156	4.483355323
157	4.48227578
158	4.481244129
159	4.480201343
160	4.479529575
161	4.475914714
162	4.474655931
163	4.473787753
164	4.473159657
165	4.472792866
166	4.471887603
167	4.470239602
168	4.46822667
169	4.4670228
170	4.457928334
171	4.456230608
172	4.448344657
173	4.447651236
174	4.446707203
175	4.446413949
176	4.445573602
177	4.445137906
178	4.44427729
179	4.444094509
180	4.442000729
181	4.437781972
182	4.420035142
183	4.419617054
184	4.393077941
185	4.39238106
186	4.371343108
187	4.370018565
188	4.369622673
189	4.369177108
190	4.368127369
191	4.362107684
192	4.361299457
193	4.360719162
194	4.36052278
195	4.359543967
196	4.358920449
197	4.358397139
198	4.357011361
199	4.356504939
200	4.356271816
201	4.355974978
202	4.35088396
203	4.350165597
204	4.349570181
205	4.348831087
206	4.341385006
207	4.340765694
208	4.340193208
209	4.328777699
210	4.325693719
211	4.325259009
212	4.320816617
213	4.319323669
214	4.318203744
215	4.317724745
216	4.317239507
217	4.316893253
218	4.316168479
219	4.315896742
220	4.314417783
221	4.313629479
222	4.313385877
223	4.31193815
224	4.287101985
225	4.286638727
226	4.285901898
227	4.285650326
228	4.285063068
229	4.284035384
230	4.283571491
231	4.283087729
232	4.258506782
233	4.257085028
234	4.256256896
235	4.255940899
236	4.255549034
237	4.254732223
238	4.249217393
239	4.24801379
240	4.247197601
241	4.244154548
242	4.241364491
243	4.240927905
244	4.240237045
245	4.239447587
246	4.229133098
247	4.228492882
248	4.227964359
249	4.220307838
250	4.220012496
251	4.218682625
252	4.218498114
253	4.217907824
254	4.210217032
255	4.201040712
256	4.200595595
257	4.199685801
258	4.199274317
259	4.198774195
260	4.198030143
261	4.176065961
262	4.175595127
263	4.175290023
264	4.173409702
265	4.172760179
266	4.172383644
267	4.171859522
268	4.169998854
269	4.169706653
270	4.16691462
271	4.166762936
272	4.166018697
273	4.165428852
274	4.164349039
275	4.162525614
276	4.162232801
277	4.161716284
278	4.156491997
279	4.15493131
280	4.153669741
281	4.136477754
282	4.135533646
283	4.135115589
284	4.134569078
285	4.13436278
286	4.119538691
287	4.119126497
288	4.118913362
289	4.117898075
290	4.114799514
291	4.114613878
292	4.11406967
293	4.113424077
294	4.113005657
295	4.112856243
296	4.112370862
297	4.111942076
298	4.111408512
299	4.110200089
300	4.10974546
301	4.091500141
302	4.090823561
303	4.090186911
304	4.089308359
305	4.073056335
306	4.072697648
307	4.071726471
308	4.071315109
309	4.065326743
310	4.055171241
311	4.054965383
312	4.054640966
313	4.052171811
314	4.051713011
315	4.051294662
316	4.050976745
317	4.050418328
318	4.049337647
319	4.048372016
320	4.047861328
321	4.047363509
322	4.046358177
323	4.046171857
324	4.045743027
325	4.044358129
326	4.043098395
327	4.042989426
328	4.042308201
329	4.041776656
330	4.03289305
331	4.032035854
332	4.031745416
333	4.02620389
334	4.024472248
335	4.023994762
336	4.014117196
337	4.013785169
338	4.013615143
339	4.012667345
340	4.012211492
341	4.011544444
342	4.011393618
343	4.010610513
344	4.010264716
345	4.009852164
346	4.009606969
347	4.007744555
348	4.005758659
349	4.005549719
350	4.005459817
351	4.003687467
352	4.003123728
353	4.002692721
354	4.002487145
355	4.001990735
356	3.999977621
357	3.999531414
358	3.998915652
359	3.99853765
360	3.9983105
361	3.997269793
362	3.995484214
363	3.995105965
364	3.994619351
365	3.994369328
366	3.993973958
367	3.993674085
368	3.993473969
369	3.993303985
370	3.9930036
371	3.99277681
372	3.992422978
373	3.991496386
374	3.991281197
375	3.990971512
376	3.990651484
377	3.99040314
378	3.980226595
379	3.979681468
380	3.97959061
381	3.978339222
382	3.978105571
383	3.97796701
384	3.977714856
385	3.977520132
386	3.97746464
387	3.977304477
388	3.977046254
389	3.974655609
390	3.974455924
391	3.974095377
392	3.973782373
393	3.972047767
394	3.971598756
395	3.968999474
396	3.968805775
397	3.965921535
398	3.964201284
399	3.963818335
400	3.963627438
401	3.963050296
402	3.962689914
403	3.962525742
404	3.962389227
405	3.962085716
406	3.960798985
407	3.960684919
408	3.960273929
409	3.957462829
410	3.957061463
411	3.956285426
412	3.956044847
413	3.955767563
414	3.955592551
415	3.952482839
416	3.952165465
417	3.951818052
418	3.951367346
419	3.951229067
420	3.950761482
421	3.950602571
422	3.950425855
423	3.950180489
424	3.949742875
425	3.949518851
426	3.949141665
427	3.948684839
428	3.948370321
429	3.94818255
430	3.948077431
431	3.948001192
432	3.947805039
433	3.940972318
434	3.940471889
435	3.938559298
436	3.938431934
437	3.938306698
438	3.937656421
439	3.937583993
440	3.937178155
441	3.936480247
442	3.935970569
443	3.924647539
444	3.924249038
445	3.923092914
446	3.922117458
447	3.921112645
448	3.920939216
449	3.908295747
450	3.907095153
451	3.906974836
452	3.906210027
453	3.905436547
454	3.904543691
455	3.904354614
456	3.904120443
457	3.903613744
458	3.903214022
459	3.902797958
460	3.902413296
461	3.90196775
462	3.901241837
463	3.900908327
464	3.900457423
465	3.900082857
466	3.899596093
467	3.89883661
468	3.897986461
469	3.897916318
470	3.89767409
471	3.897514891
472	3.896785221
473	3.896383117
474	3.896203242
475	3.895581182
476	3.895441162
477	3.894898938
478	3.894788904
479	3.894517802
480	3.894175888
481	3.894089799
482	3.894054286
483	3.890681129
484	3.887480971
485	3.887253508
486	3.883817195
487	3.883327612
488	3.883202123
489	3.883094707
490	3.881860136
491	3.881759724
492	3.881346401
493	3.863390778
494	3.863246135
495	3.862555585
496	3.861807974
497	3.861489089
498	3.854338776
499	3.853149108
500	3.852588318
501	3.852245614
502	3.852026234
503	3.851022722
504	3.839087468
505	3.838917264
506	3.838551772
507	3.838318128
508	3.838191025
509	3.837827429
510	3.837306623
511	3.836899431
512	3.836560892
513	3.825952132
514	3.823107083
515	3.817989191
516	3.817015873
517	3.816891544
518	3.816655786
519	3.816207387
520	3.811015377
521	3.810917069
522	3.81048443
523	3.805347475
524	3.794608599
525	3.794017717
526	3.783910234
527	3.783718154
528	3.78340907
529	3.783145649
530	3.782929963
531	3.778376493
532	3.778034228
533	3.777750929
534	3.777047141
535	3.776751379
536	3.776433842
537	3.775493409
538	3.775079747
539	3.774911912
540	3.774096266
541	3.773881645
542	3.760096447
543	3.759288582
544	3.75920304
545	3.759086478
546	3.750269813
547	3.739102855
548	3.738732055
549	3.738639039
550	3.733553113
551	3.725164306
552	3.724207012
553	3.723759853
554	3.723255657
555	3.722450093
556	3.722051067
557	3.720562374
558	3.720301235
559	3.719844502
560	3.719593845
561	3.716304638
562	3.715825398
563	3.715576286
564	3.70814189
565	3.707383635
566	3.706959048
567	3.70619978
568	3.705857729
569	3.705432671
570	3.705126413
571	3.704804849
572	3.704440021
573	3.704313497
574	3.700125691
575	3.699942898
576	3.695386166
577	3.69471084
578	3.690264838
579	3.689792819
580	3.688482232
581	3.687772329
582	3.687626153
583	3.687396819
584	3.68708104
585	3.686798282
586	3.686172124
587	3.686010058
588	3.685579991
589	3.684037465
590	3.683732593
591	3.683302092
592	3.68286816
593	3.682795861
594	3.682259544
595	3.681572291
596	3.681431656
597	3.680902038
598	3.680616328
599	3.680454539
600	3.678958712
601	3.678541957
602	3.678191751
603	3.677811537
604	3.677590953
605	3.67739132
606	3.67487583
607	3.674455729
608	3.669670765
609	3.669389008
610	3.669119163
611	3.6685837
612	3.665222347
613	3.664989459
614	3.664929795
615	3.664585829
616	3.66400728
617	3.663731886
618	3.663498033
619	3.663350902
620	3.663014341
621	3.662856474
622	3.662808075
623	3.659075601
624	3.658787826
625	3.658421058
626	3.65813671
627	3.657916845
628	3.657778116
629	3.657554426
630	3.657385833
631	3.657261201
632	3.656721374
633	3.656596547
634	3.656486171
635	3.65640826
636	3.656061443
637	3.655710513
638	3.655234386
639	3.654724142
640	3.654477977
641	3.653132773
642	3.653062958
643	3.652865138
644	3.652733889
645	3.652515922
646	3.652361758
647	3.652144051
648	3.651915033
649	3.651748787
650	3.650875142
651	3.650743704
652	3.650630241
653	3.649902155
654	3.649468796
655	3.647488845
656	3.647354506
657	3.646920833
658	3.643962658
659	3.641131679
660	3.640962736
661	3.634886248
662	3.634766057
663	3.625048571
664	3.624870133
665	3.624662884
666	3.624298869
667	3.623999767
668	3.623882756
669	3.62377403
670	3.622705589
671	3.622511839
672	3.622142701
673	3.622095069
674	3.621935406
675	3.621797511
676	3.62157385
677	3.621388663
678	3.620942565
679	3.620445026
680	3.620287729
681	3.620092314
682	3.619168535
683	3.618743184
684	3.61862288
685	3.618410398
686	3.618149879
687	3.61789438
688	3.617653273
689	3.617062986
690	3.616954498
691	3.616686783
692	3.615287521
693	3.614861388
694	3.614517861
695	3.614208094
696	3.613961416
697	3.613677598
698	3.613105994
699	3.612738408
700	3.612601703
701	3.612241323
702	3.611940026
703	3.611812595
704	3.611410523
705	3.611282203
706	3.611215331
707	3.610271778
708	3.609687773
709	3.609529658
710	3.609326262
711	3.609147705
712	3.60912578
713	3.608976524
714	3.608785918
715	3.608582049
716	3.607490662
717	3.607274805
718	3.607140411
719	3.606938201
720	3.606844679
721	3.60645698
722	3.606195698
723	3.606027661
724	3.605971546
725	3.605758269
726	3.605521764
727	3.605274509
728	3.604995514
729	3.604917952
730	3.604705191
731	3.604518878
732	3.603042285
733	3.602897219
734	3.600837853
735	3.600388103
736	3.600247755
737	3.600018265
738	3.596262128
739	3.595103914
740	3.594919629
741	3.594888935
742	3.594697424
743	3.594210269
744	3.594141096
745	3.592547573
746	3.592109658
747	3.591827771
748	3.591479316
749	3.591179825
750	3.591102807
751	3.590616224
752	3.590403786
753	3.590294806
754	3.590102449
755	3.589524309
756	3.589256393
757	3.589113222
758	3.589003326
759	3.588888613
760	3.588681598
761	3.588437643
762	3.588246207
763	3.588165084
764	3.588042155
765	3.587139732
766	3.586937067
767	3.586794156
768	3.586596157
769	3.5863475
770	3.586077026
771	3.584797501
772	3.584630424
773	3.584528271
774	3.584271116
775	3.58414301
776	3.583783481
777	3.583680269
778	3.583488344
779	3.583177377
780	3.582981187
781	3.582871763
782	3.582643866
783	3.582546606
784	3.582386928
785	3.582242505
786	3.582063409
787	3.581974177
788	3.581629685
789	3.580685486
790	3.580487665
791	3.580404186
792	3.580082115
793	3.579866246
794	3.579660352
795	3.57936692
796	3.57931369
797	3.578791707
798	3.578681376
799	3.576264368
800	3.576080195
801	3.576007209
802	3.575828112
803	3.575687632
804	3.57548991
805	3.575406619
806	3.575211249
807	3.572277724
808	3.572074853
809	3.572034602
810	3.571812499
811	3.57142806
812	3.571286735
813	3.571107084
814	3.570949491
815	3.570703491
816	3.570603382
817	3.570458423
818	3.570401668
819	3.570096627
820	3.569924905
821	3.569490325
822	3.569383911
823	3.569272247
824	3.569099816
825	3.56880009
826	3.568773755
827	3.567983825
828	3.567927367
829	3.567858382
830	3.567771693
831	3.566940448
832	3.566815395
833	3.56677881
834	3.565954217
835	3.565861196
836	3.565824932
837	3.565677711
838	3.559845999
839	3.557719983
840	3.557625551
841	3.557486046
842	3.557249089
843	3.557021733
844	3.556100724
845	3.556010724
846	3.555949992
847	3.555705858
848	3.555611357
849	3.555520639
850	3.55526771
851	3.555064053
852	3.55447845
853	3.554256613
854	3.554126402
855	3.553480531
856	3.553274926
857	3.552984003
858	3.552496946
859	3.55237402
860	3.552305952
861	3.551969794
862	3.551867563
863	3.551726098
864	3.550748128
865	3.55056126
866	3.550402091
867	3.550281786
868	3.550167061
869	3.550050703
870	3.549977372
871	3.549694593
872	3.549462024
873	3.549262915
874	3.548696562
875	3.547294687
876	3.547023719
877	3.54675546
878	3.546671531
879	3.545340854
880	3.545278648
881	3.54496572
882	3.544868261
883	3.544790171
884	3.544616212
885	3.544553902
886	3.544339271
887	3.53986934
888	3.539822585
889	3.539697253
890	3.539408934
891	3.539219707
892	3.539116166
893	3.538692655
894	3.538277627
895	3.538077482
896	3.537898603
897	3.537801558
898	3.537663444
899	3.537519743
900	3.537415911
901	3.537026749
902	3.536966701
903	3.536701192
904	3.53654387
905	3.536440159
906	3.536207472
907	3.528443738
908	3.528004999
909	3.527792497
910	3.527685818
911	3.527610142
912	3.527551927
913	3.527395582
914	3.526990702
915	3.526787083
916	3.526517984
917	3.52635705
918	3.526166759
919	3.526051794
920	3.525840105
921	3.525745969
922	3.525662839
923	3.525480376
924	3.525282568
925	3.523763434
926	3.523659371
927	3.523561998
928	3.523402673
929	3.523311762
930	3.522595301
931	3.522367518
932	3.518019211
933	3.517855691
934	3.517643621
935	3.517199748
936	3.517099545
937	3.515515223
938	3.515333459
939	3.51507386
940	3.514945599
941	3.514507494
942	3.514162589
943	3.514002157
944	3.513922038
945	3.513785491
946	3.513431912
947	3.513311025
948	3.513139337
949	3.5119608
950	3.511791554
951	3.510009656
952	3.509785144
953	3.509647162
954	3.506918635
955	3.506697528
956	3.506586381
957	3.506449495
958	3.506198631
959	3.506067613
960	3.505867307
961	3.505716442
962	3.505282422
963	3.503439122
964	3.503157709
965	3.502630358
966	3.502380554
967	3.502167886
968	3.502109111
969	3.501881244
970	3.501748469
971	3.501597047
972	3.501446093
973	3.501314948
974	3.50124608
975	3.501008475
976	3.500844465
977	3.500738316
978	3.500654133
979	3.500402106
980	3.500169182
981	3.499862143
982	3.499528492
983	3.499396161
984	3.499341605
985	3.499118303
986	3.499037845
987	3.492699947
988	3.492616398
989	3.492553349
990	3.492267958
991	3.492102159
992	3.491332427
993	3.491031258
994	3.489572376
995	3.489494007
996	3.489370152
997	3.489027292
998	3.488934035
999	3.488681447
1000	3.488622041
1001	3.48762377
1002	3.487434932
1003	3.48708436
1004	3.486511137
1005	3.486085622
1006	3.485908784
1007	3.485774804
1008	3.485538786
1009	3.485278229
1010	3.485130231
1011	3.476041976
1012	3.475792543
1013	3.475584422
1014	3.47532979
1015	3.475097851
1016	3.475002602
1017	3.47339157
1018	3.47319348
1019	3.472793412
1020	3.472465911
1021	3.467367584
1022	3.467112184
1023	3.466980149
1024	3.466865459
1025	3.466662721
1026	3.466468509
1027	3.466368372
1028	3.466218048
1029	3.458210924
1030	3.457758376
1031	3.457589491
1032	3.456763352
1033	3.456667251
1034	3.454370592
1035	3.454232831
1036	3.453502649
1037	3.453327099
1038	3.453081495
1039	3.451544312
1040	3.451366024
1041	3.450721684
1042	3.450626207
1043	3.450556976
1044	3.450107539
1045	3.444144518
1046	3.444043674
1047	3.44400862
1048	3.443769436
1049	3.443741598
1050	3.443570735
1051	3.443255144
1052	3.442693198
1053	3.442612368
1054	3.442477627
1055	3.441962604
1056	3.441745986
1057	3.43770859
1058	3.437389838
1059	3.437272549
1060	3.437128349
1061	3.436433242
1062	3.436162395
1063	3.435548473
1064	3.435395004
1065	3.435139998
1066	3.434996112
1067	3.434443725
1068	3.434218742
1069	3.433928182
1070	3.433708806
1071	3.433477631
1072	3.433252914
1073	3.433041521
1074	3.432900539
1075	3.432792345
1076	3.432401072
1077	3.432278948
1078	3.432125525
1079	3.43187852
1080	3.431670668
1081	3.431465706
1082	3.429968058
1083	3.429891731
1084	3.429782635
1085	3.429766242
1086	3.429669867
1087	3.429457506
1088	3.428245056
1089	3.427968982
1090	3.427734578
1091	3.426273125
1092	3.426006431
1093	3.425727088
1094	3.425571661
1095	3.425537889
1096	3.424405543
1097	3.424311346
1098	3.419621631
1099	3.419505674
1100	3.41880648
1101	3.418769657
1102	3.418330145
1103	3.418251261
1104	3.418174409
1105	3.417916514
1106	3.411607875
1107	3.411448581
1108	3.41130241
1109	3.411029737
1110	3.4109266
1111	3.410814395
1112	3.408734386
1113	3.40849428
1114	3.4082741
1115	3.408186065
1116	3.403882338
1117	3.403741721
1118	3.401455181
1119	3.399029653
1120	3.398684864
1121	3.398485615
1122	3.398174255
1123	3.397071646
1124	3.396879708
1125	3.396746753
1126	3.396572353
1127	3.3963061
1128	3.396261876
1129	3.39355984
1130	3.393286002
1131	3.391233356
1132	3.391075354
1133	3.390863778
1134	3.390698516
1135	3.390647127
1136	3.390603097
1137	3.390439521
1138	3.390248555
1139	3.388944849
1140	3.388852634
1141	3.388744122
1142	3.388096108
1143	3.387112373
1144	3.387002932
1145	3.386890983
1146	3.386611537
1147	3.386206465
1148	3.386150352
1149	3.38602301
1150	3.385201914
1151	3.385086828
1152	3.384858433
1153	3.384664039
1154	3.384554678
1155	3.384514543
1156	3.384272463
1157	3.383980228
1158	3.383663216
1159	3.383461893
1160	3.38279721
1161	3.382721183
1162	3.382616729
1163	3.382495323
1164	3.382189098
1165	3.381898571
1166	3.381641476
1167	3.381390337
1168	3.380926399
1169	3.380882166
1170	3.380739427
1171	3.380661144
1172	3.380478006
1173	3.380349298
1174	3.380245127
1175	3.380050378
1176	3.379734705
1177	3.377291457
1178	3.377181236
1179	3.377066054
1180	3.376806854
1181	3.376617593
1182	3.376074251
1183	3.37590471
1184	3.375714909
1185	3.375600487
1186	3.375492321
1187	3.375157153
1188	3.374894337
1189	3.374785694
1190	3.374523834
1191	3.374015156
1192	3.373890494
1193	3.373806255
1194	3.373684853
1195	3.373600145
1196	3.37351803
1197	3.373112145
1198	3.372823402
1199	3.37275063
1200	3.37268051
1201	3.372546529
1202	3.37229967
1203	3.372091014
1204	3.371980171
1205	3.371368918
1206	3.37134775
1207	3.371081603
1208	3.370954379
1209	3.369715558
1210	3.369590434
1211	3.369485683
1212	3.36907248
1213	3.368899458
1214	3.368851647
1215	3.368791231
1216	3.368712547
1217	3.368520539
1218	3.368350769
1219	3.368286827
1220	3.367706191
1221	3.367641809
1222	3.36753249
1223	3.36689999
1224	3.366546129
1225	3.366421603
1226	3.36638922
1227	3.366358361
1228	3.365825336
1229	3.365765887
1230	3.365411387
1231	3.365277079
1232	3.365019792
1233	3.364849149
1234	3.364586356
1235	3.363636947
1236	3.363243939
1237	3.363107333
1238	3.362294948
1239	3.362164482
1240	3.361822388
1241	3.36176144
1242	3.361710186
1243	3.361522515
1244	3.361226921
1245	3.360969955
1246	3.36089946
1247	3.360849515
1248	3.360778615
1249	3.360540318
1250	3.360406915
1251	3.360306071
1252	3.360199664
1253	3.359926119
1254	3.359574033
1255	3.359534474
1256	3.359431883
1257	3.357426069
1258	3.357238637
1259	3.357156388
1260	3.35712034
1261	3.357048079
1262	3.356983516
1263	3.356785215
1264	3.356470411
1265	3.356423576
1266	3.35622581
1267	3.356145049
1268	3.355992424
1269	3.355763557
1270	3.355623318
1271	3.355317181
1272	3.355234012
1273	3.35514234
1274	3.354967006
1275	3.354891237
1276	3.354469881
1277	3.354315193
1278	3.354211771
1279	3.354073814
1280	3.353405165
1281	3.352473979
1282	3.352288968
1283	3.352136068
1284	3.35193393
1285	3.351758596
1286	3.351735686
1287	3.351535823
1288	3.351457487
1289	3.351322864
1290	3.351152801
1291	3.350959534
1292	3.350847202
1293	3.350744927
1294	3.350620495
1295	3.350504686
1296	3.349571815
1297	3.349295306
1298	3.349119868
1299	3.348967532
1300	3.348263173
1301	3.348167336
1302	3.348037915
1303	3.347803819
1304	3.347743171
1305	3.346221077
1306	3.346076811
1307	3.345941822
1308	3.34569973
1309	3.345324324
1310	3.344823261
1311	3.344635231
1312	3.344474904
1313	3.344402994
1314	3.344258731
1315	3.343167771
1316	3.34304308
1317	3.342807317
1318	3.342741319
1319	3.342633511
1320	3.342546387
1321	3.341000864
1322	3.340701126
1323	3.340548993
1324	3.340292849
1325	3.340099075
1326	3.338602255
1327	3.338277701
1328	3.338187563
1329	3.338062876
1330	3.337947387
1331	3.337887007
1332	3.337828015
1333	3.335912526
1334	3.335669374
1335	3.335253694
1336	3.33456516
1337	3.333775023
1338	3.333730148
1339	3.333609243
1340	3.333439387
1341	3.333271343
1342	3.333096775
1343	3.332966011
1344	3.332729342
1345	3.332685458
1346	3.332602908
1347	3.332541804
1348	3.332344074
1349	3.332305313
1350	3.332194934
1351	3.33178294
1352	3.331728775
1353	3.331633568
1354	3.331494418
1355	3.331219478
1356	3.330987465
1357	3.330934528
1358	3.33071368
1359	3.330629256
1360	3.330423786
1361	3.330168909
1362	3.329736907
1363	3.328523756
1364	3.328410276
1365	3.327945455
1366	3.323290049
1367	3.32327655
1368	3.322917999
1369	3.322773806
1370	3.322667252
1371	3.322459794
1372	3.322399463
1373	3.322165951
1374	3.322068996
1375	3.316402154
1376	3.316209923
1377	3.316111632
1378	3.315884679
1379	3.315729616
1380	3.315590819
1381	3.315276617
1382	3.315128318
1383	3.314925309
1384	3.314635867
1385	3.314467406
1386	3.314244497
1387	3.314122881
1388	3.310868065
1389	3.31079568
1390	3.310648737
1391	3.310235115
1392	3.309593071
1393	3.309304469
1394	3.309246745
1395	3.309154068
1396	3.308940819
1397	3.308899869
1398	3.308679442
1399	3.30626695
1400	3.306087594
1401	3.305893399
1402	3.30563796
1403	3.305523961
1404	3.305236265
1405	3.305212875
1406	3.30506691
1407	3.304917566
1408	3.30473801
1409	3.304675278
1410	3.304552594
1411	3.304512783
1412	3.304264193
1413	3.304038303
1414	3.303856167
1415	3.303224143
1416	3.303192905
1417	3.302851078
1418	3.302608176
1419	3.302322078
1420	3.302156523
1421	3.301479105
1422	3.299487068
1423	3.299300786
1424	3.299146088
1425	3.298854396
1426	3.29866278
1427	3.298421595
1428	3.298234469
1429	3.298135135
1430	3.297846321
1431	3.297431664
1432	3.297282053
1433	3.297181099
1434	3.294965657
1435	3.294873441
1436	3.294709056
1437	3.294552075
1438	3.291612689
1439	3.291283278
1440	3.291046777
1441	3.290755689
1442	3.290619437
1443	3.290515224
1444	3.290458363
1445	3.290339115
1446	3.290241638
1447	3.287280878
1448	3.287037496
1449	3.286229171
1450	3.285985224
1451	3.285800562
1452	3.285372197
1453	3.285237502
1454	3.285068704
1455	3.285004837
1456	3.284113901
1457	3.284018221
1458	3.283885391
1459	3.283638174
1460	3.283482635
1461	3.283371923
1462	3.283305337
1463	3.283146344
1464	3.282883964
1465	3.282607354
1466	3.28251856
1467	3.282373297
1468	3.280964973
1469	3.280832236
1470	3.280584266
1471	3.280470494
1472	3.280382012
1473	3.280338724
1474	3.280245303
1475	3.280187876
1476	3.280021315
1477	3.279948461
1478	3.279848283
1479	3.279735144
1480	3.279266312
1481	3.279037419
1482	3.276300132
1483	3.27623495
1484	3.276192469
1485	3.27608343
1486	3.275936653
1487	3.275308004
1488	3.275268599
1489	3.27515203
1490	3.275024677
1491	3.274758661
1492	3.274689592
1493	3.27448238
1494	3.274316508
1495	3.274185718
1496	3.274096457
1497	3.273845499
1498	3.273779044
1499	3.27373149
1500	3.273493469
1501	3.273315621
1502	3.273196637
1503	3.273175432
1504	3.273086247
1505	3.273033854
1506	3.272924486
1507	3.272705182
1508	3.272524629
1509	3.272490705
1510	3.272316818
1511	3.272191016
1512	3.272085239
1513	3.271933262
1514	3.271779089
1515	3.271611951
1516	3.27135213
1517	3.271293052
1518	3.269175997
1519	3.269077271
1520	3.268882056
1521	3.26879085
1522	3.268678888
1523	3.268580359
1524	3.268233932
1525	3.267195155
1526	3.267088563
1527	3.267045953
1528	3.266868237
1529	3.266524828
1530	3.266113256
1531	3.265844225
1532	3.263620379
1533	3.262282043
1534	3.262134218
1535	3.262071065
1536	3.261895948
1537	3.261620436
1538	3.261580743
1539	3.261359517
1540	3.261216054
1541	3.261184067
1542	3.26085281
1543	3.260539018
1544	3.260469291
1545	3.260278003
1546	3.260040222
1547	3.259061269
1548	3.258890503
1549	3.258348913
1550	3.258290431
1551	3.258257666
1552	3.258157602
1553	3.258090793
1554	3.257914854
1555	3.257753722
1556	3.257682664
1557	3.257481578
1558	3.256446426
1559	3.256321276
1560	3.256276273
1561	3.256173441
1562	3.256054703
1563	3.255999407
1564	3.255808297
1565	3.255571382
1566	3.255314582
1567	3.255185229
1568	3.25479013
1569	3.254744868
1570	3.254463813
1571	3.254351168
1572	3.254200062
1573	3.25401955
1574	3.253856017
1575	3.253772972
1576	3.253637365
1577	3.253323038
1578	3.253156335
1579	3.252967274
1580	3.252905357
1581	3.252799763
1582	3.252730617
1583	3.252492129
1584	3.252395733
1585	3.250999201
1586	3.250848153
1587	3.250488058
1588	3.25035262
1589	3.250243626
1590	3.250148307
1591	3.250112515
1592	3.250062819
1593	3.249877084
1594	3.248175898
1595	3.248037457
1596	3.247319871
1597	3.247229068
1598	3.247018132
1599	3.246930603
1600	3.24676932
1601	3.246700756
1602	3.24658349
1603	3.246391964
1604	3.246241567
1605	3.246142026
1606	3.245937145
1607	3.245714546
1608	3.245664114
1609	3.245338494
1610	3.245267044
1611	3.245087463
1612	3.244996104
1613	3.244755095
1614	3.244724382
1615	3.244616404
1616	3.241068348
1617	3.240933979
1618	3.240803265
1619	3.240707665
1620	3.238710867
1621	3.238621149
1622	3.23852877
1623	3.238414309
1624	3.236746599
1625	3.236611686
1626	3.236455705
1627	3.23637584
1628	3.236171697
1629	3.236001198
1630	3.235673503
1631	3.235609698
1632	3.235411808
1633	3.235383539
1634	3.235262151
1635	3.234279343
1636	3.234155319
1637	3.233339997
1638	3.233143172
1639	3.2330515
1640	3.23293216
1641	3.231177506
1642	3.230983074
1643	3.230853115
1644	3.230797874
1645	3.229559913
1646	3.229426751
1647	3.229361558
1648	3.229301287
1649	3.228215335
1650	3.22816103
1651	3.228080646
1652	3.228002137
1653	3.227695442
1654	3.227563402
1655	3.227433361
1656	3.227237415
1657	3.224980707
1658	3.224646907
1659	3.224605829
1660	3.224492937
1661	3.224324875
1662	3.224241297
1663	3.223892451
